Customer ID,Initial Device Inquiry,Initial Issue Category,Secondary Devices Owned,Probing Question/Statement Used,HomeTech Protection Offer Presented,HomeTech Protection Offer Accepted
1730,Phone,Software Issue,Smart Thermostat,"I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1731,Phone,Battery Problem,"Laptop, Smart Thermostat, Smart TV, Smart Headphones, Smart Security Camera, Printer, Desktop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1732,Tablet,Network Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,True
1733,Smart Watch,Connectivity Issue,"Smart Headphones, Fitness Tracker, Laptop, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1734,Smart Watch,Connectivity Issue,"Gaming System, Sound Bar, Smart Thermostat, Smart Security Camera, Fitness Tracker, Smart TV, Smart Headphones, Smart Speaker, Laptop, Desktop, Printer","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1735,Phone,Connectivity Issue,"Desktop, Smart Security Camera, Sound Bar",We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,True,False
1736,Phone,Slow Performance,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",False,False
1737,Phone,Connectivity Issue,"Smart TV, Sound Bar, Desktop, Smart Headphones, Smart Speaker, Printer, Smart Thermostat, Gaming System",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1738,Smart Watch,Connectivity Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
1739,Smart Watch,Connectivity Issue,"Desktop, Smart Headphones, Laptop, Fitness Tracker","It looks like you're into wearable tech! HomeTech Protection can cover both your Smart Watch and Fitness Tracker, and all your other devices too. Want to learn more?",True,False
1740,Tablet,App Issue,Smart TV,Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1741,Smart Watch,App Issue,"Smart Thermostat, Smart TV, Gaming System, Smart Speaker, Sound Bar, Fitness Tracker, Laptop, Smart Headphones","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1742,Phone,Slow Performance,"Printer, Smart Security Camera, Smart Speaker, Fitness Tracker, Sound Bar, Gaming System, Smart Headphones, Smart Thermostat, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1743,Smart Watch,Warranty Claim,"Printer, Desktop, Gaming System, Smart Thermostat, Fitness Tracker","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",True,False
1744,Smart Watch,Warranty Claim,"Laptop, Smart Headphones, Smart TV, Printer, Gaming System, Smart Speaker, Smart Security Camera, Smart Thermostat, Sound Bar","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1745,Phone,App Issue,"Sound Bar, Printer, Smart Security Camera, Smart Speaker, Gaming System, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1746,Tablet,Warranty Claim,"Smart Thermostat, Sound Bar, Fitness Tracker, Smart Headphones","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1747,Smart Watch,App Issue,"Printer, Smart Security Camera, Fitness Tracker, Sound Bar, Smart TV, Gaming System",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
1748,Smart Watch,Phone Setup/Restore,"Smart TV, Smart Thermostat, Fitness Tracker, Smart Speaker, Laptop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
1749,Phone,Warranty Claim,"Laptop, Sound Bar, Printer",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,False,False
1750,Phone,Connectivity Issue,"Smart Security Camera, Smart TV, Laptop, Desktop, Smart Thermostat, Smart Headphones, Gaming System, Fitness Tracker, Printer, Smart Speaker, Sound Bar","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1751,Smart Watch,App Issue,"Smart Headphones, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1752,Smart Watch,Cracked Screen,"Smart Headphones, Sound Bar, Smart Security Camera, Smart Thermostat, Printer, Smart TV, Gaming System, Desktop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1753,Phone,Software Issue,"Smart TV, Smart Thermostat, Gaming System, Smart Security Camera, Smart Speaker, Sound Bar",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1754,Smart Watch,App Issue,"Laptop, Smart Headphones, Sound Bar, Desktop, Smart Speaker, Smart Security Camera, Printer, Smart TV, Smart Thermostat, Fitness Tracker, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1755,Tablet,Warranty Claim,"Smart Security Camera, Laptop, Gaming System, Fitness Tracker, Smart Headphones","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1756,Smart Watch,Network Issue,"Laptop, Smart Headphones, Smart TV, Smart Security Camera, Smart Speaker, Desktop, Fitness Tracker, Printer, Sound Bar, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1757,Smart Watch,Other,"Gaming System, Printer, Smart Security Camera, Smart Headphones",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
1758,Smart Watch,Battery Problem,"Sound Bar, Laptop",Do you use smart headphones or a smart speaker? HomeTech Protection can cover those as well.,True,False
1759,Smart Watch,App Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,True
1760,Smart Watch,Other,"Sound Bar, Laptop, Gaming System, Smart Thermostat, Printer, Smart TV, Smart Headphones","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,True
1761,Phone,Software Issue,"Desktop, Fitness Tracker, Printer, Smart Speaker, Smart TV, Smart Headphones, Gaming System, Sound Bar, Laptop, Smart Thermostat, Smart Security Camera","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1762,Smart Watch,Cracked Screen,"Smart Security Camera, Laptop, Smart Speaker, Desktop, Fitness Tracker, Gaming System, Printer","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1763,Smart Watch,Other,"Desktop, Fitness Tracker, Smart Security Camera, Smart Speaker, Printer","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",False,False
1764,Phone,Connectivity Issue,"Smart Thermostat, Smart Speaker, Fitness Tracker, Smart Headphones, Gaming System, Smart Security Camera, Sound Bar, Laptop, Printer, Desktop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1765,Smart Watch,Phone Setup/Restore,"Smart Thermostat, Desktop, Smart Headphones, Sound Bar","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",True,False
1766,Tablet,Other,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,True
1767,Smart Watch,Cracked Screen,"Gaming System, Smart Thermostat, Printer, Smart TV, Smart Headphones, Fitness Tracker, Smart Speaker, Smart Security Camera, Sound Bar, Desktop, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1768,Smart Watch,Connectivity Issue,"Smart TV, Fitness Tracker, Laptop, Smart Thermostat, Gaming System, Printer, Sound Bar, Desktop, Smart Speaker, Smart Security Camera, Smart Headphones","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1769,Phone,Warranty Claim,"Smart TV, Smart Headphones, Smart Speaker, Fitness Tracker, Desktop, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1770,Phone,App Issue,"Smart Speaker, Gaming System, Fitness Tracker, Laptop, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,True
1771,Smart Watch,Software Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
1772,Smart Watch,Slow Performance,"Sound Bar, Fitness Tracker, Laptop, Printer, Smart Thermostat, Smart TV, Smart Speaker, Smart Security Camera, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1773,Phone,App Issue,"Smart TV, Smart Thermostat, Sound Bar, Smart Security Camera, Fitness Tracker, Smart Speaker, Printer, Smart Headphones, Desktop, Gaming System",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1774,Tablet,App Issue,"Smart Thermostat, Laptop, Desktop, Gaming System, Smart Speaker, Printer, Smart Security Camera, Smart TV","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1775,Tablet,Battery Problem,"Smart Thermostat, Desktop, Gaming System, Smart Headphones, Smart Speaker, Fitness Tracker, Smart TV, Smart Security Camera, Sound Bar, Laptop, Printer","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1776,Tablet,Warranty Claim,"Printer, Fitness Tracker, Smart Speaker, Smart TV, Smart Thermostat, Desktop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1777,Smart Watch,Software Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",False,False
1778,Phone,Warranty Claim,"Smart Security Camera, Smart Headphones, Desktop, Smart Thermostat","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",True,False
1779,Tablet,Software Issue,"Smart Headphones, Smart Speaker, Smart Thermostat, Printer",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
1780,Phone,Warranty Claim,"Desktop, Fitness Tracker, Printer, Smart TV, Gaming System, Laptop, Smart Speaker, Smart Headphones, Sound Bar","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1781,Smart Watch,App Issue,"Sound Bar, Smart Headphones, Fitness Tracker, Smart Speaker, Smart Thermostat, Gaming System, Printer, Desktop","With a desktop and printer, you've got a home office setup. HomeTech Protection can cover all your work-from-home tech. It's a great way to safeguard your productivity. Have you heard about it?",False,False
1782,Phone,Network Issue,"Smart Security Camera, Laptop","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1783,Phone,Network Issue,"Fitness Tracker, Printer","Thinking about your tech at home, what's the one device you'd be most upset to lose or have damaged?",False,False
1784,Tablet,Network Issue,"Smart Thermostat, Smart TV, Desktop, Sound Bar, Laptop, Smart Headphones, Printer, Gaming System, Smart Speaker, Fitness Tracker, Smart Security Camera","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1785,Phone,Other,"Laptop, Smart Headphones, Desktop, Printer, Gaming System, Fitness Tracker, Smart Security Camera, Smart Thermostat, Smart TV","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1786,Tablet,Phone Setup/Restore,"Desktop, Fitness Tracker, Smart Speaker, Sound Bar, Gaming System, Smart Headphones, Smart Security Camera, Smart TV, Smart Thermostat, Printer",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1787,Tablet,Phone Setup/Restore,"Smart Thermostat, Smart Speaker, Gaming System, Laptop, Printer, Desktop, Fitness Tracker, Smart Headphones, Smart Security Camera, Sound Bar, Smart TV","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1788,Tablet,Phone Setup/Restore,"Smart Thermostat, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1789,Tablet,Slow Performance,"Fitness Tracker, Sound Bar, Desktop, Laptop",What other tech do you have at home that you'd want protected?,True,False
1790,Smart Watch,App Issue,"Gaming System, Smart Headphones, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1791,Smart Watch,Slow Performance,"Sound Bar, Laptop, Fitness Tracker, Smart Headphones, Smart Speaker, Desktop, Smart Thermostat, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1792,Tablet,Warranty Claim,"Smart Headphones, Smart Thermostat",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
1793,Phone,Connectivity Issue,"Smart Speaker, Laptop, Smart TV, Sound Bar",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1794,Phone,Warranty Claim,Smart Speaker,We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,False,False
1795,Smart Watch,Slow Performance,Gaming System,"With so many smart devices in a home these days, it makes sense to have one plan to cover them all. Have you considered HomeTech Protection?",True,True
1796,Smart Watch,Connectivity Issue,"Smart TV, Sound Bar, Smart Headphones, Smart Speaker, Gaming System",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1797,Smart Watch,Network Issue,"Desktop, Smart Speaker, Smart Headphones, Sound Bar, Printer, Gaming System, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1798,Tablet,App Issue,"Printer, Fitness Tracker, Laptop, Desktop, Sound Bar, Smart Security Camera, Smart Headphones, Gaming System, Smart TV","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1799,Smart Watch,Network Issue,"Desktop, Smart TV, Laptop, Printer, Smart Headphones, Gaming System, Smart Security Camera, Sound Bar, Smart Thermostat, Smart Speaker","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1800,Tablet,Slow Performance,"Smart Headphones, Smart TV, Laptop, Printer, Fitness Tracker, Sound Bar",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1801,Smart Watch,Cracked Screen,"Smart Headphones, Smart Security Camera, Desktop, Fitness Tracker","It looks like you're into wearable tech! HomeTech Protection can cover both your Smart Watch and Fitness Tracker, and all your other devices too. Want to learn more?",True,False
1802,Phone,Phone Setup/Restore,Smart TV,Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1803,Smart Watch,Phone Setup/Restore,"Laptop, Smart TV, Sound Bar, Printer, Gaming System, Desktop, Smart Headphones","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1804,Smart Watch,Connectivity Issue,"Laptop, Smart TV, Gaming System, Sound Bar","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1805,Phone,Network Issue,"Smart Headphones, Smart Security Camera, Gaming System, Laptop, Smart Speaker, Fitness Tracker, Smart TV, Sound Bar, Printer, Desktop, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1806,Smart Watch,Slow Performance,"Laptop, Smart TV, Desktop, Smart Headphones",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
1807,Tablet,Warranty Claim,"Smart Headphones, Laptop, Printer, Smart Speaker, Smart Security Camera, Desktop, Smart TV, Sound Bar, Gaming System, Fitness Tracker, Smart Thermostat","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1808,Phone,Software Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,False
1809,Smart Watch,Network Issue,"Printer, Smart Speaker, Laptop, Smart TV, Smart Headphones, Gaming System, Smart Thermostat, Desktop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1810,Smart Watch,Battery Problem,"Smart Thermostat, Laptop, Desktop, Fitness Tracker, Smart Speaker, Smart Security Camera","It looks like you're into wearable tech! HomeTech Protection can cover both your Smart Watch and Fitness Tracker, and all your other devices too. Want to learn more?",False,False
1811,Phone,Software Issue,"Laptop, Smart TV, Fitness Tracker, Smart Thermostat, Desktop, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1812,Phone,Network Issue,Sound Bar,HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,False,False
1813,Smart Watch,Software Issue,"Smart Headphones, Gaming System, Laptop, Smart Speaker","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
1814,Phone,Connectivity Issue,"Smart Thermostat, Smart TV, Smart Speaker, Desktop, Laptop, Fitness Tracker, Sound Bar, Gaming System, Smart Security Camera","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1815,Tablet,Network Issue,"Smart Headphones, Fitness Tracker, Printer, Desktop, Gaming System","With a desktop and printer, you've got a home office setup. HomeTech Protection can cover all your work-from-home tech. It's a great way to safeguard your productivity. Have you heard about it?",True,False
1816,Smart Watch,Connectivity Issue,"Smart Speaker, Fitness Tracker, Laptop, Smart Thermostat, Smart Security Camera","It looks like you're into wearable tech! HomeTech Protection can cover both your Smart Watch and Fitness Tracker, and all your other devices too. Want to learn more?",True,False
1817,Tablet,Phone Setup/Restore,"Smart Security Camera, Smart Speaker, Laptop, Smart Thermostat, Sound Bar, Desktop, Smart Headphones, Fitness Tracker, Smart TV, Printer, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1818,Tablet,Network Issue,"Fitness Tracker, Smart Security Camera, Smart Thermostat, Smart Headphones, Desktop, Printer, Smart TV, Sound Bar, Smart Speaker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1819,Tablet,Phone Setup/Restore,Smart TV,Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1820,Phone,Other,"Fitness Tracker, Smart Headphones, Gaming System, Smart Speaker, Smart TV, Sound Bar, Desktop, Printer, Smart Security Camera, Smart Thermostat, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1821,Tablet,Phone Setup/Restore,"Smart Headphones, Fitness Tracker","Besides yourself, what would be your most important piece of technology in your home?",True,False
1822,Smart Watch,Battery Problem,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
1823,Tablet,Warranty Claim,"Printer, Smart TV, Fitness Tracker, Smart Security Camera, Smart Speaker, Laptop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
1824,Tablet,App Issue,"Smart TV, Printer, Sound Bar, Fitness Tracker, Smart Headphones, Smart Speaker, Gaming System, Smart Thermostat, Desktop, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1825,Smart Watch,Slow Performance,"Smart Security Camera, Desktop, Sound Bar, Smart Thermostat, Printer, Smart Headphones","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",True,True
1826,Tablet,Connectivity Issue,"Printer, Smart Headphones, Fitness Tracker, Smart Thermostat, Gaming System, Smart Security Camera, Sound Bar, Desktop, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1827,Smart Watch,Slow Performance,"Smart Speaker, Smart Headphones, Sound Bar, Smart Security Camera, Gaming System, Printer, Smart TV, Laptop, Desktop, Smart Thermostat","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1828,Phone,Warranty Claim,"Smart Speaker, Smart Security Camera, Smart TV, Smart Thermostat, Fitness Tracker, Desktop, Printer, Gaming System",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1829,Smart Watch,Warranty Claim,"Gaming System, Smart Speaker, Smart Security Camera, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1830,Phone,Phone Setup/Restore,"Printer, Smart Headphones, Fitness Tracker, Smart Thermostat, Smart TV, Desktop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1831,Tablet,Other,"Smart Thermostat, Smart Security Camera, Smart Headphones, Smart TV, Laptop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
1832,Tablet,App Issue,"Sound Bar, Fitness Tracker, Desktop, Smart Headphones",Are you aware we offer comprehensive coverage for multiple devices in your home with HomeTech Protection?,True,False
1833,Tablet,Cracked Screen,"Smart TV, Smart Thermostat, Sound Bar, Fitness Tracker, Desktop, Smart Speaker, Printer, Smart Headphones, Laptop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1834,Phone,Warranty Claim,"Desktop, Laptop, Smart TV, Smart Headphones",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1835,Smart Watch,Other,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
1836,Phone,Battery Problem,"Smart Security Camera, Gaming System",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
1837,Phone,Other,"Smart Thermostat, Desktop, Smart Security Camera, Smart TV, Laptop, Printer, Smart Speaker, Smart Headphones, Fitness Tracker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1838,Phone,Cracked Screen,"Smart Security Camera, Fitness Tracker, Smart Thermostat, Smart TV, Sound Bar, Printer, Smart Headphones, Smart Speaker, Laptop, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1839,Phone,App Issue,"Fitness Tracker, Smart Thermostat, Smart Speaker, Smart Headphones, Desktop, Printer","With a desktop and printer, you've got a home office setup. HomeTech Protection can cover all your work-from-home tech. It's a great way to safeguard your productivity. Have you heard about it?",True,False
1840,Tablet,Connectivity Issue,"Smart Thermostat, Smart Speaker, Desktop, Smart Headphones, Gaming System, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1841,Smart Watch,Battery Problem,"Smart Headphones, Fitness Tracker, Smart Security Camera, Smart Speaker, Printer, Desktop, Smart TV, Laptop, Sound Bar, Gaming System, Smart Thermostat","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1842,Tablet,Warranty Claim,"Desktop, Printer, Sound Bar, Smart Security Camera, Smart Speaker, Laptop, Smart Headphones, Smart Thermostat, Fitness Tracker, Gaming System, Smart TV","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,True
1843,Smart Watch,Other,"Smart Headphones, Sound Bar, Printer, Smart TV, Smart Thermostat, Desktop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1844,Smart Watch,Network Issue,"Fitness Tracker, Smart TV, Sound Bar, Smart Speaker, Smart Thermostat, Gaming System",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1845,Smart Watch,Warranty Claim,"Laptop, Fitness Tracker, Smart Thermostat, Sound Bar, Printer","We can protect all your wearable tech, including your Smart Watch and Fitness Tracker, under one plan. It's very convenient. Interested?",True,False
1846,Smart Watch,Connectivity Issue,"Desktop, Fitness Tracker, Smart Thermostat, Smart Headphones, Laptop, Smart TV, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1847,Smart Watch,App Issue,"Printer, Fitness Tracker","It looks like you're into wearable tech! HomeTech Protection can cover both your Smart Watch and Fitness Tracker, and all your other devices too. Want to learn more?",False,False
1848,Smart Watch,Connectivity Issue,"Smart Thermostat, Smart Headphones, Sound Bar, Smart Speaker, Laptop",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
1849,Smart Watch,Software Issue,"Desktop, Smart TV, Fitness Tracker, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1850,Tablet,Connectivity Issue,"Desktop, Fitness Tracker","A lot of people are now working from home, do you have a home office setup with a computer or printer?",False,False
1851,Smart Watch,Slow Performance,"Smart Thermostat, Gaming System, Smart TV, Laptop, Smart Speaker, Smart Headphones, Fitness Tracker, Desktop, Printer, Smart Security Camera, Sound Bar","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1852,Smart Watch,App Issue,"Gaming System, Sound Bar, Printer, Smart Thermostat, Fitness Tracker, Laptop, Smart TV, Desktop, Smart Headphones, Smart Security Camera","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1853,Tablet,Other,"Desktop, Laptop, Smart Thermostat, Smart TV, Sound Bar",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1854,Tablet,Warranty Claim,"Smart Security Camera, Smart TV, Fitness Tracker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1855,Tablet,App Issue,"Smart Headphones, Laptop",Are you worried about accidental damage to your laptop or desktop? We can protect those under HomeTech Protection.,False,False
1856,Tablet,Phone Setup/Restore,"Smart Security Camera, Smart Speaker, Fitness Tracker, Sound Bar, Printer, Smart TV, Desktop, Laptop, Gaming System, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1857,Phone,Warranty Claim,"Smart Security Camera, Sound Bar, Printer",We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,True,True
1858,Phone,Cracked Screen,Smart Headphones,"A lot of people are now working from home, do you have a home office setup with a computer or printer?",False,False
1859,Phone,Battery Problem,"Smart Thermostat, Smart TV, Printer, Smart Headphones, Fitness Tracker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
1860,Smart Watch,Cracked Screen,"Laptop, Smart Speaker, Smart Headphones, Smart TV, Desktop, Printer, Smart Security Camera, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1861,Tablet,Battery Problem,"Smart Speaker, Sound Bar","With so many smart devices in a home these days, it makes sense to have one plan to cover them all. Have you considered HomeTech Protection?",False,False
